id,brand,closure,code,description,heel_height,heel_type,inner_material,name,outer_material,price,shoe_width,sole,created_at,review_count,review_score,sold_count,stock_count,updated_at
1004,Visit the adidas Store,Lace-Up,B07K4RV7SB,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n1 x 1 x 1 cm; 560 Grams\n\n\nDate First Available: \n29 Aug. 2008\n\n\nManufacturer: \nAdidas\n\n\nASIN: \nB07DP7JGV7\n\n\nItem model number: \nB28129\n\n\nDepartment: \nWomen,10 millimetres,No Heel,Textile,adidas Women's Falcon W Fitness Shoes,Rubber,59.15,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1005,Visit the Camper Store,Lace-Up,B0843CHYYM,Package Dimensions: \n32.79 x 19.99 x 12.19 cm; 479 Grams\n\n\nDate First Available: \n19 Mar. 2020\n\n\nManufacturer: \nCamper\n\n\nASIN: \nB0847FBP9B\n\n\nItem model number: \nK100545-009\n\n\nDepartment: \nMen,4 centimetres,Flat,"Synthetic, canvas",Camper Men's Pelotas Sneaker,"Canvas, smooth_leather",46.41,Medium,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1006,Visit the Skechers Store,Lace-Up,B01M0D7LBK,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n33.02 x 17.78 x 10.16 cm; 172.37 Grams\n\n\nDate First Available: \n19 April 2017\n\n\nManufacturer: \nSkechers\n\n\nASIN: \nB01M10NQCS\n\n\nItem model number: \n12615\n\n\nDepartment: \nWomen,0.75 inches,Flat,Textile,Skechers Women 12615 Low-Top Trainers,Fabric,29.21,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1007,Visit the ara Store,Lace-Up,B07PVH8H74,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n31.8 x 24.6 x 11 cm; 800 Grams\n\n\nDate First Available: \n22 Mar. 2019\n\n\nManufacturer: \nara\n\n\nASIN: \nB07PVH8CTS\n\n\nItem model number: \n1214435\n\n\nDepartment: \nWomen,1.2 centimetres,Flat,Textile,ARA Women's ROM 1214435 Hi-Top Trainers,Leather,36.94,Normal,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1008,Visit the ara Store,Lace-Up,B08WWKLXGF,Date First Available: \n6 May 2021\n\n\nManufacturer: \nara Shoes\n\n\nASIN: \nB094BV5P32\n\n\nItem model number: \n1224455\n\n\nDepartment: \nWomen,3 centimetres,Flat,Textile,ARA Women's ROM Sneaker,Smooth Leather,120,Medium,Thermoplastic Elastomers,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1009,Visit the New Balance Store,Lace-Up,B084XT6YJH,Package Dimensions: \n33.53 x 21.08 x 13.72 cm; 726 Grams\n\n\nDate First Available: \n18 Feb. 2020\n\n\nManufacturer: \nNew Balance\n\n\nASIN: \nB084XT2X38\n\n\nItem model number: \nMMORYB2\n\n\nDepartment: \nMen,1 centimetres,No Heel,Synthetic,New Balance Men's Mmoryb2 Sneaker,Synthetic,212.18,Medium,Polyurethane,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1010,Visit the find. Store,Pull On,B07Z6WSCZV,Package Dimensions: \n35.4 x 21.6 x 12.8 cm; 1.02 Kilograms\n\n\nDate First Available: \n7 May 2019\n\n\nManufacturer: \nFIND\n\n\nASIN: \nB07J2DZXXZ\n\n\nItem model number: \nELLIOT\n\n\nDepartment: \nMen,1 centimetres,Flat,Unlined,find. Men’s Loafers,Leather,16.13,Normal,Resin,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1011,Visit the PUMA Store,Lace-Up,B07148H9V8,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n24.99 x 15.01 x 15.01 cm; 598.74 Grams\n\n\nDate First Available: \n11 July 2017\n\n\nManufacturer: \nPuma\n\n\nASIN: \nB071Z525WG\n\n\nItem model number: \n364083\n\n\nDepartment: \nWomen,1 centimetres,Flat,Manmade,PUMA Women's Gym Shoes,Leather,28.59,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1012,Visit the ECCO Store,Lace-Up,B087YSV5KZ,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n35.99 x 19.61 x 12.9 cm; 374.21 Grams\n\n\nDate First Available: \n1 May 2020\n\n\nManufacturer: \nECCO\n\n\nASIN: \nB087YSTH26\n\n\nItem model number: \n47027402001\n\n\nDepartment: \nMen,1 centimetres,Flat,Synthetic,ECCO Men's Soft 7 Sneaker,Leather,64.39,Medium,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1013,Gaatpot,Hook & Loop,B091JVJCT7,Package Dimensions: \n31.5 x 19.7 x 9.7 cm; 300 Grams\n\n\nDate First Available: \n1 May 2021\n\n\nASIN: \nB091JVNV1W\n\n\nManufacturer reference: \nERTONGXZ2346PI34\n\n\nDepartment: \nUnisex Kids,2 centimetres,Flat,"Made from a textile and breathable material, providing long-lasting comfort for walking, and letting the children wear them comfortable and relaxed.",Gaatpot Unisex Kids Boys Girls Trainers Running Shoes Sneakers Sports Shoes Outdoor Indoor Walking Shoes,"The lightweight synthetic and mesh upper, 448 degree ultra-light and breathable, keep your feet dry and comfortable",17.87,Schmal,"Children's sports shoes sole is made of a non-slip rubber, which is non-slip, solid, abrasion-resistant, shock-resistant, lightweight and comfortable.",2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1014,Visit the Timberland Store,Hook & Loop,B08868HQS5,Product Dimensions: \n30 x 20 x 5 cm; 500 Grams\n\n\nDate First Available: \n6 May 2020\n\n\nManufacturer: \nTimberland\n\n\nASIN: \nB0886FD4GF\n\n\nItem model number: \nTB0A2B7P01\n\n\nDepartment: \nMen,1 centimetres,Flat,Textile,Timberland Men's Anchor Watch Back Strap Sandals,Leather,51,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1015,Gabor,Lace-Up,B0865G47YW,Is Discontinued By Manufacturer: \nNo\n\n\nItem Weight: \n700 Grams\n\n\nDate First Available: \n21 Aug. 2020\n\n\nManufacturer: \nGabor\n\n\nASIN: \nB08DXGWYDX\n\n\nItem model number: \n53.334/97T35-2.5\n\n\nDepartment: \nWomen,5 centimetres,Block,Leather,"Gabor 23.333 Women,Low-Tops,Business Sneaker,lace-up Shoe,Street Shoe,Casual",Leather,66.19,Medium,Manmade,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1016,adidas Originals,Lace-Up,B083M3ZYZF,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n10.8 x 28.6 x 18.8 cm; 1 Kilograms\n\n\nDate First Available: \n23 Jan. 2015\n\n\nManufacturer: \nAdidas\n\n\nASIN: \nB00PH5W0ZQ\n\n\nItem model number: \nC77154\n\n\nDepartment: \nBoy,1 centimetres,Flat,Textile,adidas Originals Unisex Kid's Superstar Sneaker,Leather,41,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1017,Berkemann,Lace-Up,B07WBTS7ZH,Package Dimensions: \n34 x 21.6 x 12.4 cm; 790 Grams\n\n\nDate First Available: \n29 April 2020\n\n\nManufacturer: \nBerkemann\n\n\nASIN: \nB07W8RV2GL\n\n\nItem model number: \n5902\n\n\nDepartment: \nMen,3 centimetres,Wedge,Manmade,Berkemann Men's Linus Low-Top Sneakers,Synthetic,37.6,Normal,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1018,HTGEWGIR,"【Warm Reminder】The Size Mark On The shoes Is Chinese Size Number. Different Shoe Styles, please Select The Size According To Your Foot Type.",B098XR4XJ2,Date First Available: \n8 July 2021\n\n\nManufacturer: \nHTGEWGIR\n\n\nASIN: \nB098XPL71W\n\n\nItem model number: \nladies trainers\n\n\nDepartment: \nWomen,3 centimetres,"Louis Heel，The durable fabric makes them a pair of comfortable and stylish slip on womens trainers, perfect design for daily walking and jogging.——（black shoe lace trainer black sneaker woman black walking shoe black walking shoe woman breathable shoe fit","【Super Light and Breathable】 Super light, breathable and flexible, just like socks. The breathable and smooth fabric provides great freedom and comfort. Let you enjoy vacation and travel.","Women's Mesh Trainers, Canvas Flat Shoes, Women's Sports Shoes, Lightweight Breathable Shoes, Summer Autumn Trainers, Road Running Shoes, Air Cushion, Fitness, Walking Shoes Running Shoes Women","Mesh,Made of great material, it has good sweat-absorbing ability, fits the foot, and is comfortable and dry.",15.28,Medium,"【Rubber】Non slip rubber outsole, with good grip, arch support and traction, makes it more comfortable for walking,work,travel,trip and standing for a long time.",2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1019,Visit the Rocket Dog Store,Lace-Up,B00ORZIBVO,Is Discontinued By Manufacturer: \nNo\n\n\nDate First Available: \n17 May 2011\n\n\nManufacturer: \nRocket Dog\n\n\nASIN: \nB00PJQFHBC\n\n\nItem model number: \nJazzin Hawaii\n\n\nDepartment: \nWomen,2 centimetres,Flat,Textile,Rocket Dog Women's Jazzin Hawaii Dreams Low-Top Sneakers,Canvas,29.99,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1020,Visit the TORISKY Store,Lace-Up,B07RGY7B6K,Package Dimensions: \n25.91 x 18.54 x 8 cm; 400 Grams\n\n\nDate First Available: \n10 May 2019\n\n\nASIN: \nB07RMDFLYG\n\n\nDepartment: \nGirl,2 centimetres,"Flat, comfortable to wear and easy to walk","The interior is made of lightweight materials. Comfortable and breathable, with deodorant, antibacterial and other functions.",TORISKY Trainers Men Women Running Shoes Air Sneaker Fashion Shoes Sport Lightweight Walking Gym Jogging Fitness Athletic Casual Outdoor,Stylish and well-made with Oxford fabric,31.74,Medium,Rubber sole and provide reliable traction and durability.,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1021,ZCQFFF,Lace-Up,B09BNQ4LSC,Date First Available: \n2 Aug. 2021\n\n\nManufacturer: \nZCQFFF\n\n\nASIN: \nB09BNPH2BW\n\n\nManufacturer reference: \n9866710706349ZCQFFF\n\n\nDepartment: \nWomen,2.5 centimetres,Flat,Textile,"Printed Sneakers,Flowers, Stripes, Colorful, Bohemia,Casual Running Shoes,Low-Top Sneakers,Jogging Shoes,Suitable for Outdoor Daily Street Walking, Sports, Exercise",Synthetic,32.6,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1022,Minnetonka,Lace-Up,B0007SUFWS,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n0.08 x 0.2 x 0.25 cm; 266.49 Grams\n\n\nDate First Available: \n9 Mar. 2017\n\n\nManufacturer: \nMinnetonka\n\n\nASIN: \nB0009IWEIE\n\n\nItem model number: \nPILE LINED HARDSOLE\n\n\nDepartm,0.5 centimetres,Flat,Leather,Minnetonka Men's Pile Lined Hardsole 3902 Mocassins,Leather,50.38,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1023,Visit the New Balance Store,Lace-Up,B08XXL5NMT,"Package Dimensions: \n31.8 x 20.19 x 11.91 cm; 0.8 Grams\n\n\nDate First Available: \n30 Jan. 2021\n\n\nManufacturer: \nNew Balance\n\n\nASIN: \nB08XXJKDHM\n\n\nItem model number: \nWL574CL2_36,5\n\n\nDepartment: \nWomen",2.5 centimetres,Platform,Textile,New Balance Women's Wl-574-fh2 Sneakers,Textil,45.2,Medium,Fabric,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1024,MHXDU,Lace-Up,B097JVQZSQ,Product Dimensions: \n30 x 20 x 10 cm; 380 Grams\n\n\nDate First Available: \n30 July 2021\n\n\nManufacturer: \nMHXDU\n\n\nASIN: \nB097JVQZSQ\n\n\nItem model number: \nYJEU-MH1290010139\n\n\nDepartment: \nMen,3 centimetres,Flat,Mesh,MHXDU Mens Trainers Walking Lightweight Shoes Running Breathable Shoes Athletic Fashion Sport Outdoor Casual Jogging Sneakers Color-Gradient,Mesh,42.9,Normal centimetres,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1025,Visit the Skechers Store,Lace-Up,B07NW6YCSS,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n25.4 x 38.1 x 15.24 cm; 660 Grams\n\n\nDate First Available: \n18 Feb. 2019\n\n\nManufacturer: \nSkechers\n\n\nASIN: \nB07NW9MV1X\n\n\nItem model number: \n13328\n\n\nDepartment: \nGirl,1.25 inches,Flat,Textile,Skechers Women's Solar Fuse-brisk Escape Trainers,Fabric,42.11,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1026,Visit the Kickers Store,Lace-Up,B06XX72F8M,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n25.9 x 17 x 9.1 cm; 600 Grams\n\n\nDate First Available: \n27 May 2017\n\n\nManufacturer: \nKickers\n\n\nASIN: \nB06XXGPS66\n\n\nItem model number: \n114769\n\n\nDepartment: \nUnisex Kids,2.5 centimetres,Flat,Textile,Kickers Tovni Lacer Black Leather School Shoes,Leather,28,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1027,Visit the ECCO Store,Hook & Loop,B07VB5TZW9,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n24.6 x 13 x 10.4 cm; 280 Grams\n\n\nDate First Available: \n18 July 2019\n\n\nManufacturer: \nEcco\n\n\nASIN: \nB07VHKJSNH\n\n\nItem model number: \n700642\n\n\nDepartment: \nBoy,2 centimetres,Block,Textile,ECCO Boy's Biomraft Open Toe Sandals,Synthetic,28.35,Schmal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1028,Visit the Superga Store,Lace-Up,B002WQ02QW,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n17.4 x 14.6 x 8.4 cm; 399.16 Grams\n\n\nDate First Available: \n29 Sept. 2011\n\n\nManufacturer: \nSuperga\n\n\nASIN: \nB002WQ02QC\n\n\nItem model number: \nGS0005P0\n\n\nDepartment: \nBoy,1 centimetres,Flat,Textile,Superga Boy's 2750-bebj Baby Classic Birth Shoes,Canvas,19.09,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1029,IGI&Co,Pull On,B08J7WVBYK,Package Dimensions: \n35.5 x 21 x 13.4 cm; 290 Grams\n\n\nDate First Available: \n16 Sept. 2020\n\n\nManufacturer: \nIMAC S.P.A. - Divisione IGI\n\n\nASIN: \nB08J7P9RPL\n\n\nItem model number: \n7114022\n\n\nDepartment: \nMen,0.5 centimetres,Flat,Leather,IGI&Co Men's Ubw 71140 Driving Style Loafer,Suede,36.46,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1030,Irregular Choice,Backstrap,B08H8QQNTV,Package Dimensions: \n25.4 x 15.24 x 6.86 cm; 1 Kilograms\n\n\nDate First Available: \n2 Sept. 2020\n\n\nManufacturer: \nIrregular Choice\n\n\nASIN: \nB08H8RHTX4\n\n\nItem model number: \n4561-5\n\n\nDepartment: \nWomen,7.2 centimetres,Chunky,Synthetic,Irregular Choice Women's Sitting Pretty Pump,Synthetic,28.23,Medium,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1031,Marco Tozzi,Schnellschnürung,B084CM3B3Q,Package Dimensions: \n30.8 x 18.8 x 10.8 cm; 860 Grams\n\n\nDate First Available: \n1 Feb. 2020\n\n\nManufacturer: \nMarco Tozzi\n\n\nASIN: \nB084CM3B3Q\n\n\nItem model number: \n2-2-23732-25\n\n\nDepartment: \nWomen,3.5 centimetres,Block,Material mix of textile and synthetic,MARCO TOZZI Women's 2-2-23733-25 Leder Schnürhalbschuh Sneaker,Material mix of leather and synthetic,13.36,Normal,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1032,CAPRICE,Lace-Up,B07VNNFPFB,Package Dimensions: \n31.4 x 19 x 11.4 cm; 680 Grams\n\n\nDate First Available: \n27 July 2019\n\n\nManufacturer: \nCaprice\n\n\nASIN: \nB07VMNJTRX\n\n\nItem model number: \n9-9-23751-24\n\n\nDepartment: \nWomen,4 centimetres,Flat,Manmade,CAPRICE Women's Kos Sneaker,Leather,46.92,Normal,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1033,Minbei,Hook & Loop,B091FSBR99,Package Dimensions: \n16 x 10.4 x 7 cm; 120 Grams\n\n\nDate First Available: \n21 Jun. 2020\n\n\nASIN: \nB08BKQZ1K2\n\n\nDepartment: \nBaby Girls,1 centimetres,Flat,Textile,Baby Girls Trainers Non Slip Kids Toddler Little Girl Sneakers First Walking Shoes for Crib Daily Casual Outdoor Lightweight Breathable Cute Sweet,Synthetic,17.94,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1034,Visit the Vans Store,Lace-Up,B0949MFXMW,Package Dimensions: \n40 x 25 x 15 cm; 1 Kilograms\n\n\nDate First Available: \n6 May 2021\n\n\nManufacturer: \nVans\n\n\nASIN: \nB0949LWGBH\n\n\nItem model number: \nVN0A45NMGL41\n\n\nDepartment: \nWomen,1 centimetres,Flat,Canvas,Vans Women's Filmore Decon Suede/Canvas Sneaker,Leather,26.46,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1035,Visit the Merrell Store,Lace-Up,B071WBV4WJ,Package Dimensions: \n35.99 x 22.2 x 13.59 cm; 340.19 Grams\n\n\nDate First Available: \n10 Nov. 2016\n\n\nManufacturer: \nMerrell\n\n\nASIN: \nB01IPYWYX8\n\n\nItem model number: \nJ03278\n\n\nDepartment: \nWomen,2 centimetres,Flat,Textile,Merrell Women's 1six8 Mesh Trainers,Textile,39,Normal womens_us,Other Material,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1036,Marc Shoes,Lace-Up,B01HK8GXDM,Date First Available: \n2 Sept. 2016\n\n\nManufacturer: \nMarc Shoes\n\n\nASIN: \nB01HK8I37G\n\n\nItem model number: \n69704\n\n\nDepartment: \nWomen,20 millimetres,Flat,Textile,"Marc Shoes Raven, Women’s Low-Top Sneakers",Leather,23.06,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1037,Visit the Kappa Store,Lace-Up,B07TDTQWK7,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n31.2 x 23 x 11.6 cm; 810 Grams\n\n\nDate First Available: \n21 Jan. 2019\n\n\nManufacturer: \nKappa\n\n\nASIN: \nB07LBCKDRN\n\n\nItem model number: \n242782\n\n\nDepartment: \nMen,2 centimetres,Flat,Manmade,Kappa Men's Rave Nc Low-Top Sneakers,Synthetic,27.42,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1038,AKU,Lace-Up,B091V4QGT3,Package Dimensions: \n40 x 25 x 15 cm; 1.5 Kilograms\n\n\nDate First Available: \n4 April 2021\n\n\nManufacturer: \nAku\n\n\nASIN: \nB091MG33ZW\n\n\nItem model number: \n722\n\n\nDepartment: \nMen,2 centimetres,Flat,Manmade,AKU Men's Rock Dfs GTX Boat Shoe,Suede Leather,126.31,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1039,BOSANOVA,Lace-Up,B08XXPMNSB,Product Dimensions: \n35 x 21 x 13 cm; 900 Grams\n\n\nDate First Available: \n6 Mar. 2021\n\n\nManufacturer: \nBOSANOVA\n\n\nASIN: \nB08XXPMNSB\n\n\nItem model number: \n49966\n\n\nDepartment: \nWomen,5 centimeters centimetres,Wedge,Textile lining,BOSANOVA Women's White Platform Shoes | Lace-up Closure,Artificial Leather,22.25,Estandar,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1040,Think!,Lace-Up,B08FMYG7LZ,Package Dimensions: \n1 x 1 x 1 cm; 1 Kilograms\n\n\nDate First Available: \n11 Aug. 2020\n\n\nManufacturer: \nThink!\n\n\nASIN: \nB08FNLQ1H9\n\n\nItem model number: \n3-000051\n\n\nDepartment: \nWomen,1.8 centimetres,Flat,Leather Lining,Think! Women's Gring_3-000051 Nachhaltige Wechselfußbett Sneaker,Nubuck Leather,67.62,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1041,Semler,Lace-Up,B07NL8V2QK,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n1 x 1 x 1 cm; 1 Kilograms\n\n\nDate First Available: \n12 Jan. 2018\n\n\nManufacturer: \nSemler\n\n\nASIN: \nB078XJQD75\n\n\nItem model number: \nN6056-011\n\n\nDepartment: \nWomen,1.5 centimetres,Flat,Leather,Semler Women's Nele Sneaker,Leather,79.67,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1042,Visit the ECCO Store,Lace-Up,B07CLN4TP5,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n30 x 19.99 x 10.01 cm; 238.14 Grams\n\n\nDate First Available: \n10 July 2015\n\n\nManufacturer: \nEcco\n\n\nASIN: \nB00RC7RJIK\n\n\nItem model number: \n43000301001\n\n\nDepartment: \nGirl,1 centimetres,Flat,Leather,ECCO Women's Soft 7 Ladies Sneaker,Leather,70.69,"Normal womens_us, Normal unisex_eu",Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1043,Visit the Slumberzz Store,Pull-On,B08L19Z724,Product Dimensions: \n23 x 5 x 20 cm; 160 Grams\n\n\nDate First Available: \n11 Oct. 2020\n\n\nASIN: \nB08L19Z724\n\n\nDepartment: \nGirl,0.5 centimetres,Flat,Textile,Boys Spider and Web Full Slippers,Synthetic,7.48,Medium,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1044,Visit the Pikolinos Store,Lace-Up,B083VZYSF6,Package Dimensions: \n43.18 x 38 x 32 cm; 1.09 Grams\n\n\nDate First Available: \n15 Jan. 2020\n\n\nManufacturer: \nPIKOLINOS\n\n\nASIN: \nB083VX5HBK\n\n\nItem model number: \nCAMBIL M5N-6338 ESPUMA\n\n\nDepartment: \nMen,2.5 centimetres,Flat,Leather,Pikolinos Men's Cambil M5n-6338 Espuma Trainers,100% CALFSKIN LEATHER,34.52,Medium,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1045,P&L,laces,B08SMNZQ9Z,Product Dimensions: \n30 x 15 x 10 cm; 540 Grams\n\n\nDate First Available: \n15 Jan. 2021\n\n\nASIN: \nB08SLGYLRJ\n\n\nDepartment: \nWomen,4 centimetres,Platform,Craft,Women's Sports Shoes Very Breathable and Lightweight with Platform Fashion Sports,Synthetic,17.24,Normal centimetres,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1046,Visit the Clarks Store,Lace-Up,B07YCBGD97,Item Weight: \n453.59 Grams\n\n\nDate First Available: \n22 Jan. 2020\n\n\nManufacturer: \nClarks\n\n\nASIN: \nB083L7KLFL\n\n\nManufacturer reference: \n374716KR 37471635.5\n\n\nDepartment: \nWomen,4.5cm,Flat,Textile,Clarks Women's Un Rio Tie Sneaker,Leather,44,Medium,EVA,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1047,Veluckin,Lace Up,B07SHSYR3V,Package Dimensions: \n32.9 x 11 x 7.7 cm; 170 Grams\n\n\nDate First Available: \n25 April 2021\n\n\nASIN: \nB08RD45BVD\n\n\nDepartment: \nUnisex,2.5 centimetres,Flat,"Ultra-light EVA. The massage point accelerates blood circulation, relaxes the feet, even the whole body","Veluckin Reflexology Foot Massager Tools,Acupressure Massage Slippers Shoes Sandals Mat for Men Women,Relief Plantar Fasciitis Heel Arch Arthritis Neuropathy Pain",Synthetic,7.86,Schmal,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1048,HTGEWGIR,"【Warm Reminder】The Size Mark On The shoes Is Chinese Size Number. Different Shoe Styles, please Select The Size According To Your Foot Type.",B09C8B8K2P,Date First Available: \n10 Aug. 2021\n\n\nManufacturer: \nHTGEWGIR\n\n\nASIN: \nB09C89XVPX\n\n\nItem model number: \ntall ladies wellies\n\n\nDepartment: \nWomen,7 centimetres,"Stiletto，Suitable for Daily, Street, Clubwear, Party, Casual , Hip hop, Music Festivals, Outdoor, Workout, Fitness, Running, Jogging, Date and etc.","【Occasion】good for working,holiday, shopping, daily wearing and as gift.Matching dess, jeans and short skirts are all good choices.",Ankle Boots for Women Platform Boots British Style High Heel Chelsea Boots Fashion Women's Shoes Breathable Chunky High Heels Retro Zipper Short Boots Cowboy Boots,"PU，Fine workmanship, these boots are designed to outlast many summers to come with their high quality composition. Boots sole absorbs sweat and provide great slip resistance.",14.98,Medium,【Rubber】Each shoe is designed with quality materials to provide maximum comfort and durability while retaining style. Idea gift for yourself and your friends.,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
